show_id,type,title,director,cast,country,date_added,release_year,rating,duration,duration_int,duration_type,description
ds1384,movie,trail of the panda,zhong yu,"zhong yu, zhang qi, daichi harashima, li feng, chang liu, ke qi",china,2019-11-12,2009,g,89 min,89,min,a mute orphan boy rescues a lost panda cub in the mountains of china.
ds1385,movie,trailer horn,jack hannah,,united states,2019-11-12,1950,tv-g,7 min,7,min,donald heads out for a nice relaxing camping trip. see details for advisory.
ds1386,movie,treasure island,byron haskin,"bobby driscoll, robert newton, basil sydney, walter fitzgerald, denis o'dea, finlay currie","united kingdom, united states",2019-11-12,1950,pg,96 min,96,min,the classic tale of a young boy's search for buried treasure.
ds1387,movie,treasure of matecumbe,vincent mceveety,"robert foxworth, joan hackett, peter ustinov, vic morrow, johnny doran, billy attmore",united states,2019-11-12,1976,g,116 min,116,min,"using a secret map, friends face a dangerous search for pirate gold. see details for advisory."
ds1388,movie,treasure planet,"john musker, ron clements","joseph gordon-levitt, brian murray, emma thompson, david pierce, martin short, dane davis",united states,2019-11-12,2002,pg,98 min,98,min,jim hawkins follow an intergalactic map in search of captain flint's trove.
ds1389,movie,tree climbing lions,,alexander braczkowski,,2019-11-12,2018,tv-pg,45 min,45,min,"lions in uganda exhibit a rare, mysterious behavior – they spend much of their lives up in trees."
ds1390,movie,tron,steven lisberger,"jeff bridges, bruce boxleitner, david warner, cindy morgan, barnard hughes, dan shor",united states,2019-11-12,1982,pg,96 min,96,min,"after practicing his hacking chops, a brilliant video game maker becomes part of his own creation."
ds1391,movie,tru confessions,paul hoen,"shia labeouf, clara bryant, william mcguire, nicole dicker, kevin duhaney, yani gellman","united states, canada",2019-11-12,2002,tv-g,83 min,83,min,a chance to star in a tv show reveals the value of family for trudy walker.
ds1392,movie,tuck everlasting,jay russell,"alexis bledel, ben kingsley, sissy spacek, amy irving, victor garber, jonathan jackson",united states,2019-11-12,2002,pg,91 min,91,min,a woman falls in love with a man who is immortal.
ds1393,movie,tugboat mickey,clyde geronimi,"walt disney, clarence nash, pinto colvig",united states,2019-11-12,1940,tv-g,8 min,8,min,mickey captains a tugboat with donald and goofy as the crew. see details for advisory.
ds1394,movie,twas the night,nick castle,"bryan cranston, josh zuckerman, jefferson mappin, brenda grate, rhys williams, barclay hope",united states,2019-11-12,2001,tv-g,87 min,87,min,danny and his con-artist uncle take over when santa claus is knocked out.
ds1395,movie,twitches,stuart gillard,"tia mowry, tamera mowry, kristen wilson, patrick fabian, pat kelly, jennifer robertson",united states,2019-11-12,2005,tv-pg,87 min,87,min,reunited twin girls discover they have magical powers.
ds1396,movie,twitches too,stuart gillard,"tia mowry, tamera mowry, kristen wilson, patrick fabian, pat kelly, leslie seiler",united states,2019-11-12,2007,tv-pg,84 min,84,min,"when a new evil threat arrives, it's up to the twitches to save coventry."
ds1397,movie,unidentified flying oddball,russ mayberry,"dennis dugan, jim dale, ron moody, kenneth more, john le mesurier, rodney bewes",united states,2019-11-12,1979,g,93 min,93,min,an astronaut and his robot accidentally travel in time to medieval england.
ds1398,movie,up,pete docter,"ed asner, christopher plummer, jordan nagai, bob peterson, delroy lindo, jerome ranft",united states,2019-11-12,2009,pg,96 min,96,min,an unlikely pair set to the sky for the adventure of their lives.
ds1399,movie,"up, up and away",robert townsend,"robert townsend, michael pagan, alex datcher, sherman hemsley, kevin connolly, olivia burnette","canada, united states",2019-11-12,2000,tv-g,78 min,78,min,the teenage son in a superhero family anxiously awaits his super powers.
ds1400,movie,valiant,gary chapman,"ewan mcgregor, ricky gervais, tim curry, jim broadbent, hugh laurie, john cleese","united kingdom, united states",2019-11-12,2005,g,76 min,76,min,"when the world needs a hero, a little pigeon steps up."
ds1401,movie,waking sleeping beauty,don hahn,"don hahn, ron clements, roy disney, glen keane, jeffrey katzenberg, roger allers",united states,2019-11-12,2010,pg,87 min,87,min,a revealing look at the events that ushered in the second chapter of disney's animation legacy.
ds1402,movie,wall-e,andrew stanton,"ben burtt, elissa knight, jeff garlin, fred willard, macintalk , john ratzenberger",united states,2019-11-12,2008,g,99 min,99,min,join robots wall-e and eve on a fantastic journey across the universe.
ds1403,movie,wendy wu: homecoming warrior,john laing,"brenda song, shin koyamada, susan chuang, justin chon, michael cheng, andy fischer-price",united states,2019-11-12,2006,tv-pg,91 min,91,min,wendy's world is flipped upside down when a mysterious young monk arrives.
ds1404,movie,whispers: an elephant's tale,dereck joubert,"angela bassett, joanna lumley, anne archer, debi derryberry, kevin richardson, alice ghostley",united states,2019-11-12,2000,g,73 min,73,min,an adorable baby elephant bravely embarks on a journey through the harsh wilds to find his mother.
ds1405,movie,white fang,randal kleiser,"klaus brandauer, ethan hawke, seymour cassel, james remar, susan hogan, suzanne kent",united states,2019-11-12,1991,pg,109 min,109,min,a tale of a young man's journey through the treacherous yukon valley with the wolf-dog he rescues.
ds1406,movie,who framed roger rabbit,robert zemeckis,"bob hoskins, christopher lloyd, stubby kaye, joanna cassidy, alan tilvern, richard leparmentier",united states,2019-11-12,1988,pg,104 min,104,min,a juicy mystery filled with loony fun pairs a toon-hating detective with a cartoon rabbit.
ds1407,tv show,wild yellowstone,,bart thomasson,germany,2019-11-12,2015,tv-pg,1 season,1,season,wild yellowstone captures the beauty and essence of the land and animals.
ds1408,movie,winged seduction: birds of paradise,molly hermann,josh goodman,united states,2019-11-12,2012,tv-pg,45 min,45,min,"shape shifting, dancing, dazzling transformers – birds of paradise are astonishing."
ds1409,movie,winnie the pooh,"stephen anderson, don hall","john cleese, jim cummings, bud luckey, craig ferguson, jack boulter, travis oates",united states,2019-11-12,2011,g,68 min,68,min,reunite with the beloved bear and his silly but steadfast friends.
ds1410,movie,winnie the pooh: a very merry pooh year,"ed wexler, gary katona, jamie mitchell","jim cummings, peter cullen, john fiedler, michael gough, william green, nikita hopkins",united states,2019-11-12,2002,g,67 min,67,min,rabbit threatens to move away if the others won't change.
ds1411,movie,winnie the pooh: springtime with roo,"elliot bour, saul blinkoff","jim cummings, ken sansom, jimmy bennett, david stiers, kath soucie, john fiedler",united states,2019-11-12,2004,g,70 min,70,min,rabbit forces the others to hold off on fun until spring cleaning is done.
ds1412,movie,winter storage,jack hannah,,united states,2019-11-12,1949,tv-g,7 min,7,min,donald and chip and dale face off over acorns. see details for advisory.
ds1413,tv show,wizards of waverly place,,"selena gomez, david henrie, jake austin, jennifer stone, maria canals-barrera, david deluise",united states,2019-11-12,2007,tv-g,4 seasons,4,seasons,"alex, justin, and max russo are not your ordinary teenagers – they’re secretly wizards in training!"
ds1414,movie,wizards of waverly place: the movie,lev l. spiro,"selena gomez, david henrie, jake t. austin, jennifer stone, maria canals-barrera, david deluise",united states,2019-11-12,2009,tv-g,94 min,94,min,a vacation turns into a spell-soaked adventure for the family of wizards.
ds1415,tv show,wolverine and the x-men,,"steve blum, chris edgerly, jennifer hale, michael ironside, danielle judovits, aj buckley",united states,2019-11-12,2008,tv-y7,1 season,1,season,wolverine and the x-men must join together to prevent a catastrophic future.
ds1416,movie,world's greatest dogs,,mike secher,united states,2019-11-12,2015,tv-pg,44 min,44,min,"from acrobatics to crazy stunts, this special celebrates amazing dogs and their owners."
ds1417,movie,wreck-it ralph,rich moore,"john reilly, sarah silverman, jack mcbrayer, jane lynch, alan tudyk, mindy kaling",united states,2019-11-12,2012,pg,103 min,103,min,ralph sets out to prove that he is a true hero in his arcade.
ds1418,tv show,x-men: evolution,,"noel fisher, vincent gale, christopher judge, david kaye, scott mcneil, meghan black",united states,2019-11-12,2000,tv-y7,4 seasons,4,seasons,x-men: evolution features the team as teenagers as they fight for a world that fears and hates them.
ds1419,movie,ye olden days,bert gillett,,united states,2019-11-12,1933,tv-y7,9 min,9,min,"minnie is locked away for not marrying a prince, but mickey saves her. see details for advisory."
ds1420,movie,yellowstone cubs,charles draper,rex allen,united states,2019-11-12,1963,tv-pg,48 min,48,min,two bear cubs take a mischievous tour of yellowstone national park. see details for advisory.
ds1421,movie,you lucky dog,paul schneider,"kirk cameron, chelsea noble, john de lancie, christine healy, granville van dusen, christine cavanaugh",united states,2019-11-12,1998,tv-g,88 min,88,min,jack morgan discovers a psychic connection between himself and a dog.
ds1422,movie,you wish!,paul hoen,"a.j. trauth, spencer breslin, lalaine , sally stockwell, peter feeney, tim reid","new zealand, united states",2019-11-12,2003,tv-g,88 min,88,min,alex uses a magical coin to wish he didn't have a younger brother.
ds1423,movie,your friend the rat,jim capobianco,"patton oswalt, peter sohn, lou romano, tony russell, sigmund vik, jim capobianco",united states,2019-11-12,2007,tv-g,13 min,13,min,remy explains why humans and rats should get along.
ds1424,movie,z-o-m-b-i-e-s,paul hoen,"milo manheim, meg donnelly, trevor tordjman, kylee russell, carla jeffery, kingston foster",united states,2019-11-12,2018,tv-g,97 min,97,min,a traditional high school must accept students from zombietown.
ds1425,movie,zapped,peter deluise,"zendaya , chanelle peloso, spencer boldman, emilia mccarthy, adam dimarco, william ainscough","canada, united states",2019-11-12,2014,tv-g,95 min,95,min,zoey discovers a magical app that can control the boys in her life.
ds1426,movie,zenon: girl of the 21st century,kenneth johnson,"kirsten storms, raven-symoné , stuart pankin, holly fulger, frederick coffin, bob bancroft",united states,2019-11-12,1999,tv-g,97 min,97,min,zenon must thwart a villain's plot after she's grounded and sent to earth.
ds1427,movie,zenon: the zequel,manny coto,"kirsten storms, lauren maltby, phillip rhys, holly fulger, stuart pankin, robert curtis brown","united states, new zealand",2019-11-12,2001,tv-g,89 min,89,min,zenon sneaks down to earth to try to save her space station.
ds1428,movie,zenon: z3,steve rash,"kirsten storms, lauren maltby, alyson morgan, stuart pankin, holly fulger, ben easter",united states,2019-11-12,2004,tv-g,81 min,81,min,it's up to zenon and her friends when moon goddess selena threatens earth.
ds1429,movie,zootopia,"byron howard, rich moore","ginnifer goodwin, jason bateman, idris elba, jenny slate, nate torrence, bonnie hunt",united states,2019-11-12,2016,pg,109 min,109,min,a rookie-cop rabbit and wily fox team up to crack a case.
ds1430,movie,bedknobs and broomsticks,robert stevenson,"angela lansbury, david tomlinson, roddy mcdowall, sam jaffe, john ericson, bruce forsyth",united states,2019-10-01,1971,g,118 min,118,min,three children and an amateur witch team up to save england from invasion.
ds1431,movie,blackbeard's ghost,robert stevenson,"peter ustinov, dean jones, suzanne pleshette, elsa lanchester, joby baker, elliott reid",united states,2019-10-01,1968,g,107 min,107,min,a track coach inherits the mischievous ghost of famed pirate blackbeard.
ds1432,movie,brave little tailor,bill roberts,"walt disney, marcelite garner, eddie holden",united states,2019-10-01,1938,tv-pg,9 min,9,min,"mickey mouse, a tailor, is appointed by the king to kill the giant."
ds1433,movie,justin morgan had a horse,hollingsworth morse,"don murray, lana wood, r.g. armstrong, gary crosby, john smith, e.w. firestone",united states,2019-10-01,1972,tv-g,88 min,88,min,the story of the foundation sire of the morgan horse breed.
ds1434,movie,lady and the tramp ii: scamp's adventure,darrell rooney,"scott wolf, alyssa milano, chazz palminteri, jeff bennett, jodi benson, bill fagerbakke","united states, australia",2019-10-01,2001,g,73 min,73,min,"itching for freedom, lady's pup scamp joins up with the junkyard dogs."
